ventureid,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,numberofvoyages,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,FATEcol,variousremarks,length_in_days,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID
GK055,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10939,Middelburg,,,1758-06-04,,,,1759-09-10,337,260,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",463,6,04jun1758,,,,,,,,,9,10sep1759,1758,,,,,1759,1758,1759,10939
GK056,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10940,Middelburg,,,1760-03-06,,,,1761-07-08,312,287,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",489,3,06mar1760,,,,,,,,,7,08jul1761,1760,,,,,1761,1760,1761,10940
GK057,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Frans Wolff,,Middelburgse Commercie Compagnie,1,,10941,Middelburg,,,1762-04-12,,,,1763-07-07,358,329,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",451,4,12apr1762,,,,,,,,,7,07jul1763,1762,,,,,1763,1762,1763,10941
GK058,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Philippus Verdonk,,Middelburgse Commercie Compagnie,1,,10942,Middelburg,,,1763-10-17,,,,1765-06-07,324,250,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",599,10,17oct1763,,,,,,,,,6,07jun1765,1763,,,,,1765,1763,1764,10942
GK059,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10956,Middelburg,,,1751-12-11,,,,1753-04-26,261,246,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",502,12,11dec1751,,,,,,,,,4,26apr1753,1751,,,,,1753,1751,1752,10956
GK060,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10957,Middelburg,,,1753-08-11,,,,,233,225,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,8,11aug1753,,,,,,,,,,,1753,,,,,,1753,1754,10957
GK061,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10958,Middelburg,,,1755-05-23,,,,1756-07-30,348,340,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",434,5,23may1755,,,,,,,,,7,30jul1756,1755,,,,,1756,1755,1756,10958
GK062,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10959,Middelburg,,,1757-04-19,,,,1758-06-17,465,465,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",424,4,19apr1757,,,,,,,,,6,17jun1758,1757,,,,,1758,1757,1758,10959
GK063,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10960,Middelburg,,,1759-06-20,,,,1760-06-28,478,474,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",374,6,20jun1759,,,,,,,,,6,28jun1760,1759,,,,,1760,1759,1760,10960
GK064,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10961,Middelburg,,,1761-03-06,,,,1762-05-19,302,290,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",439,3,06mar1761,,,,,,,,,5,19may1762,1761,,,,,1762,1761,1762,10961
GK065,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10962,Middelburg,,,1762-12-07,,,,1764-04-16,312,275,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",496,12,07dec1762,,,,,,,,,4,16apr1764,1762,,,,,1764,1762,1763,10962
GK066,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10963,Middelburg,,,,,,,,238,221,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,10963
GK067,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Cornelis Pieterse,,Middelburgse Commercie Compagnie,1,,10964,Middelburg,,,1767-06-09,,,,1768-10-08,340,333,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",487,6,09jun1767,,,,,,,,,10,08oct1768,1767,,,,,1768,1767,1768,10964
GK068,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Cornelis Pieterse,,Middelburgse Commercie Compagnie,1,,10965,Middelburg,,,1769-04-07,,,,1770-09-16,377,288,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",527,4,07apr1769,,,,,,,,,9,16sep1770,1769,,,,,1770,1769,1770,10965
GK069,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10966,Middelburg,,,1771-06-27,,,,,313,309,1,yes,yes,,3,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship sold on St. Eustatius after being deemed unseaworthy.",,6,27jun1771,,,,,,,,,,,1771,,,,,,1771,1772,10966
GK070,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Raadhuis van Middelburg,David Jol,,Middelburgse Commercie Compagnie,1,,10976,Middelburg,,,1741-01-20,,,,,272,231,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,1,20jan1741,,,,,,,,,,,1741,,,,,,1741,1742,10976
GK071,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Raadhuis van Middelburg,David Jol,,Middelburgse Commercie Compagnie,1,,10977,Middelburg,,,1742-10-10,,,,,252,226,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,10,10oct1742,,,,,,,,,,,1742,,,,,,1742,1743,10977
GK072,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Standvastigheid,Carel Breedau,,Middelburgse Commercie Compagnie,1,,11007,Middelburg,,,1790-11-30,,,,1792-11-13,231,220,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",714,11,30nov1790,,,,,,,,,11,13nov1792,1790,,,,,1792,1790,1791,11007
GK073,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vergenoegen,Robert Goodwill,,Middelburgse Commercie Compagnie,1,,11056,Middelburg,,,1786-06-03,,,,1787-11-14,386,364,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",529,6,03jun1786,,,,,,,,,11,14nov1787,1786,,,,,1787,1786,1787,11056
GK074,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vergenoegen,Robert Goodwill,,Middelburgse Commercie Compagnie,1,,11057,Middelburg,,,1788-05-13,,,,1790-07-24,266,207,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",802,5,13may1788,,,,,,,,,7,24jul1790,1788,,,,,1790,1788,1789,11057
GK075,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vergenoegen,Carel Breedau,,Middelburgse Commercie Compagnie,1,,11058,Middelburg,,,1794-03-08,,,,1797-09-19,393,349,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship deemed unseaworthy in Suriname.",1291,3,08mar1794,,,,,,,,,9,19sep1797,1794,,,,,1797,1794,1795,11058
GK076,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vigilantie,Olfert Machielsen,,Middelburgse Commercie Compagnie,1,,11075,Middelburg,,,1778-08-17,,,,1779-09-06,246,235,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",385,8,17aug1778,,,,,,,,,9,06sep1779,1778,,,,,1779,1778,1779,11075
GK077,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vis,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,11085,Middelburg,,,1774-10-28,,,,1776-07-17,238,222,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",628,10,28oct1774,,,,,,,,,7,17jul1776,1774,,,,,1776,1774,1775,11085
GK078,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vliegende Faam,Pieter de Moor,,Middelburgse Commercie Compagnie,1,,11088,Middelburg,,,1756-04-09,,,,,281,182,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship also carried bills of exchange from Suriname for the account of MCC-vessel Philadelphia.",,4,09apr1756,,,,,,,,,,,1756,,,,,,1756,1757,11088
GK079,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vliegende Faam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,11089,Middelburg,,,1770-08-14,,,,,212,187,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,8,14aug1770,,,,,,,,,,,1770,,,,,,1770,1771,11089
GK080,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vliegende Faam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,11090,Middelburg,,,,,,,,168,151,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,11090
GK081,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,,,Middelburgse Commercie Compagnie,1,,11114,Middelburg,,,,,,,,282,184,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,11114
GK082,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,1,,11115,Middelburg,,,1758-06-24,,,,,372,367,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,6,24jun1758,,,,,,,,,,,1758,,,,,,1758,1759,11115
GK083,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,1,,11116,Middelburg,,,1760-03-28,,,,1761-09-22,381,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",543,3,28mar1760,,,,,,,,,9,22sep1761,1760,,,,,1761,1760,1761,11116
GK084,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,1,,11117,Middelburg,,,1762-03-16,,,,,303,259,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,3,16mar1762,,,,,,,,,,,1762,,,,,,1762,1763,11117
GK085,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Willem de Molder,,Middelburgse Commercie Compagnie,1,,11118,Middelburg,,,1763-12-18,,,,1765-07-01,271,203,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",561,12,18dec1763,,,,,,,,,7,01jul1765,1763,,,,,1765,1763,1764,11118
GK086,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,,,Middelburgse Commercie Compagnie,1,,11119,Middelburg,,,1768-06-15,,,,,249,218,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship also carried bills of exchange for the account of MCC-vessel Haast U Langzaam.",,6,15jun1768,,,,,,,,,,,1768,,,,,,1768,1769,11119
GK087,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Sap,,Middelburgse Commercie Compagnie,1,,11120,Middelburg,,,1769-01-05,,,,1770-06-12,226,215,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",523,1,05jan1769,,,,,,,,,6,12jun1770,1769,,,,,1770,1769,1770,11120
GK088,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Sap,,Middelburgse Commercie Compagnie,1,,11121,Middelburg,,,1771-05-14,,,,1772-09-29,212,148,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",504,5,14may1771,,,,,,,,,9,29sep1772,1771,,,,,1772,1771,1772,11121
GK089,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Watergeus,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,11125,Middelburg,,,1773-12-08,,,,1775-03-30,375,347,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship ledger is missing from archive. Voyage data reconstructed from general ledger.",477,12,08dec1773,,,,,,,,,3,30mar1775,1773,,,,,1775,1773,1774,11125
GK090,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,1,,11132,Middelburg,,,1769-07-04,,,,,196,194,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,7,04jul1769,,,,,,,,,,,1769,,,,,,1769,1770,11132
GK091,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,1,,11133,Middelburg,,,,,,,,261,239,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,11133
GK092,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,1,,11134,Middelburg,,,,,,,,203,192,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,,11134
GK093,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zanggodin,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,11178,Middelburg,,,1768-09-29,,,,1770-06-12,67,45,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",621,9,29sep1768,,,,,,,,,6,12jun1770,1768,,,,,1770,1768,1769,11178
GK094,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zanggodin,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,11179,Middelburg,,,1770-10-21,,,,1772-04-14,162,153,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Some of the ivory sold was not acquired on this voyage and has been subtracted from the proceeds of the sale.",541,10,21oct1770,,,,,,,,,4,14apr1772,1770,,,,,1772,1770,1771,11179
GK095,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zanggodin,Ibbe Henrich Hoff,,Middelburgse Commercie Compagnie,1,,11180,Middelburg,,,1773-04-26,,,,,127,101,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,4,26apr1773,,,,,,,,,,,1773,,,,,,1773,1774,11180
GK096,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zeemercuur,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,11182,Middelburg,,,1787-12-22,,,,1790-05-01,270,98,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. MCC got a reimbursement of WIC recognition fee after voyage (deducted from other expenses on return). Ship suffered disease outbreak.",861,12,22dec1787,,,,,,,,,5,01may1790,1787,,,,,1790,1787,1788,11182
GK097,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zeemercuur,George Christoffel Zill,,Middelburgse Commercie Compagnie,1,,11183,Middelburg,,,1791-12-17,,,,,174,170,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,12,17dec1791,,,,,,,,,,,1791,,,,,,1791,1792,11183
GK098,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zorg,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,11210,Middelburg,,,1777-11-15,,,,1779-07-30,246,231,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",622,11,15nov1777,,,,,,,,,7,30jul1779,1777,,,,,1779,1777,1778,11210
GK099,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Pieter de Klerk,,Jan de Zitter & Zonen,1,,10806,Flushing,,,1761-01-08,,,,,,,.03125,yes,yes,,,Investor Jan Willem van Sonsbeek,,1,08jan1761,,,,,,,,,,,1761,,,,,,1761,1762,10806
GK100,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Pieter de Klerk,,Jan de Zitter & Zonen,1,,10807,Flushing,,,1762-09-13,,,,,,,.03125,yes,no,,,Investor Jan Willem van Sonsbeek,,9,13sep1762,,,,,,,,,,,1762,,,,,,1762,1763,10807
GK101,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,1,,10810,Flushing,,,1767-11-23,,,,1769-03-03,,,.03125,yes,yes,,,Investor Jan Willem van Sonsbeek,466,11,23nov1767,,,,,,,,,3,03mar1769,1767,,,,,1769,1767,1768,10810
GK102,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,1,,10811,Flushing,,,1769-07-04,,,,1770-07-13,,,.03125,yes,yes,,,Investor Jan Willem van Sonsbeek,374,7,04jul1769,,,,,,,,,7,13jul1770,1769,,,,,1770,1769,1770,10811
GK103,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,1,,10812,Flushing,,,1770-11-15,,,,1771-11-26,,,.03125,yes,yes,,,Investor Jan Willem van Sonsbeek,376,11,15nov1770,,,,,,,,,11,26nov1771,1770,,,,,1771,1770,1771,10812
GK104,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Goede Voornemen,Casper Tol,,Johannes Louyssen & Zoon,1,,10611,Flushing,,,1790-10-24,,,,1791-08-26,,,.0625,yes,yes,,,,306,10,24oct1790,,,,,,,,,8,26aug1791,1790,,,,,1791,1790,1791,10611
KR001,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Fredensborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35181,Copenhagen,,,1767-06-24,,1768-04-21,1768-07-09,,265,241,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, trade cargo costs.",,6,24jun1767,,,,,4,21apr1768,7,09jul1768,,,1767,,,1768,1768,,1767,1768,35181
KR002,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35178,Copenhagen,,,1766,1766-10-18,,1767-05-14,,245,224,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, outfitting costs, trade cargo costs.",,,01jul1766,,,10,18oct1766,,,5,14may1767,,,1766,,1766,,1767,,1766,1766,35178
KR003,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35183,Copenhagen,,,1769,,1769-10-25,1770-02-26,,323,288,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.,,,01jul1769,,,,,10,25oct1769,2,26feb1770,,,1769,,,1769,1770,,1769,1769,35183
KR004,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35184,Copenhagen,,,1771,,1772-03-28,1772-06-09,,267,246,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on outfitting costs.,,,01jul1771,,,,,3,28mar1772,6,09jun1772,,,1771,,,1772,1772,,1771,1772,35184
KR005,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35185,Copenhagen,,,,,1775-03-16,1775-06-23,,335,254,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on outfitting costs.,,,,,,,,3,16mar1775,6,23jun1775,,,,,,1775,1775,,1775,1775,35185
KR006,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Eleonora,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35180,Copenhagen,,,,,1767-12-07,1768-02-05,,171,159,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.,,,,,,,,12,07dec1767,2,05feb1768,,,,,,1767,1768,,1767,1767,35180
KR007,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Eleonora,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,24666,Copenhagen,,,1769,,1770-08-29,1770-12-19,,203,176,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs.,,,01jul1769,,,,,8,29aug1770,12,19dec1770,,,1769,,,1770,1770,,1769,1770,24666
KR008,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Eleonora,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35189,Copenhagen,,,,,1773-12-04,1774,,218,207,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016.,,,,,,,,12,04dec1773,,01jul1774,,,,,,1773,1774,,1773,1773,35189
KR009,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35358,Copenhagen,,,,,1768-10-01,1769-02,,201,184,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.,,,,,,,,10,01oct1768,2,01feb1769,,,,,,1768,1769,,1768,1768,35358
KR010,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35344,Copenhagen,,,,,,1770,,164,162,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on outfitting costs, trade cargo costs.",,,,,,,,,,,01jul1770,,,,,,,1770,,1770,1770,35344
KR011,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35186,Copenhagen,,,,,,1772,,166,146,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, outfitting costs.",,,,,,,,,,,01jul1772,,,,,,,1772,,1772,1772,35186
KR012,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35187,Copenhagen,,,,,,1775-03-06,,221,135,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.,,,,,,,,,,3,06mar1775,,,,,,,1775,,1775,1775,35187
