ventureid,data,YEARDEP,YEARAF,SLAXIMP,SLAMIMP,length_in_days,numberofvoyages,DATEDEP,DATEDEP1,DATEDEP2,DATEDEP3,DATEDEP4,DATEDEP5,DATEDEP6,DATEDEP7,DATEEND,DATEEND1,DATEEND2,DATEEND3,DATEEND4,DATEEND5,DATEEND6,DATEEND7,crowd,TONMOD,VYMRTRAT,FATEcol,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,variousremarks,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID,nationality_num,ln_SLAXIMP,MORTALITY,period,expenditure,discount,return,costonreturn,totalgrossexp,totaldisc,totalgrossreturn,totalcostonreturn,totalnetexp,totalnetreturn,profit
GK083,2,1760,1761,381,301,542,1,03/28/1760,-6303830245376,,,,,,,09/21/1761,-6257001365504,,,,,,,1.5875,240,.20997375,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,,11116,Middelburg,,,1760-03-28,,,,1761-09-22,381,249,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",3,28mar1760,,,,,,,,,9,22sep1761,1760,,,,,1761,1760,1761,11116,Dutch,5.9427996,.20997375,1751-1775,3000,0,,0,58078,0,87752,16218,58078,71534,.23168842
GK084,2,1762,1762,263,260,503,1,03/16/1762,-6241795440640,,,,,,,08/01/1763,-6198336159744,,,,,,,.82187498,320,.011406844,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,,11117,Middelburg,,,1762-03-16,,,,,303,259,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",3,16mar1762,,,,,,,,,,,1762,,,,,,1762,1763,11117,Dutch,5.572154,.011406844,1751-1775,15767,0,,0,60328,0,96872,12483,60328,84389,.39883637
GK085,2,1763,1764,249,209,561,1,12/18/1763,-6186326294528,,,,,,,07/01/1765,-6137855868928,,,,,,,.77812499,320,.16064256,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Willem de Molder,,Middelburgse Commercie Compagnie,,11118,Middelburg,,,1763-12-18,,,,1765-07-01,271,203,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,18dec1763,,,,,,,,,7,01jul1765,1763,,,,,1765,1763,1764,11118,Dutch,5.5174527,.16064256,1751-1775,7200,0,,0,67797,0,70520,16619,67797,53901,-.20496482
GK086,2,1766,1767,240,220,613,1,10/10/1766,-6097593696256,,,,,,,06/14/1768,-6044630646784,,,,,,,.75,320,.083333336,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,,,Middelburgse Commercie Compagnie,,11119,Middelburg,,,1768-06-15,,,,,249,218,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship also carried bills of exchange for the account of MCC-vessel Haast U Langzaam.",6,15jun1768,,,,,,,,,,,1768,,,,,,1768,1769,11119,Dutch,5.480639,.083333336,1751-1775,6600,0,,0,73960,0,72575,13896,73960,58679,-.20661168
GK087,2,1769,1769,222,217,523,1,01/05/1769,-6026918625280,,,,,,,06/12/1770,-5981731291136,,,,,,,.69375002,320,.022522522,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Sap,,Middelburgse Commercie Compagnie,,11120,Middelburg,,,1769-01-05,,,,1770-06-12,226,215,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",1,05jan1769,,,,,,,,,6,12jun1770,1769,,,,,1770,1769,1770,11120,Dutch,5.4026775,.022522522,1751-1775,4800,0,,0,72058,0,89550,12367,72058,77183,.071123265
GK088,2,1771,1772,212,148,534,1,05/14/1771,-5952700940288,,,,,,,10/29/1772,-5906563072000,,,,,,,.66250002,320,.3018868,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Sap,,Middelburgse Commercie Compagnie,,11121,Middelburg,,,1771-05-14,,,,1772-09-29,212,148,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",5,14may1771,,,,,,,,,9,29sep1772,1771,,,,,1772,1771,1772,11121,Dutch,5.3565865,.3018868,1751-1775,2400,0,,0,67736,0,51356,13885,67736,37471,-.44680819
GK089,2,1773,1774,375,347,548,1,12/08/1773,-5871571042304,,,,,,,06/09/1775,-5824224165888,,,,,,,,,.074666664,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Watergeus,Adriaan Chatelain,,Middelburgse Commercie Compagnie,,11125,Middelburg,,,1773-12-08,,,,1775-03-30,375,347,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship ledger is missing from archive. Voyage data reconstructed from general ledger.",12,08dec1773,,,,,,,,,3,30mar1775,1773,,,,,1775,1773,1774,11125,Dutch,5.9269261,.074666664,1751-1775,33000,0,,0,134697,0,161974,15451,134697,146523,.087797053
GK090,2,1769,1770,194,194,356,1,07/04/1769,-6011366146048,,,,,,,06/25/1770,-5980607741952,,,,,,,.69285715,280,0,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,,11132,Middelburg,,,1769-07-04,,,,,196,194,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",7,04jul1769,,,,,,,,,,,1769,,,,,,1769,1770,11132,Dutch,5.267858,0,1751-1775,3153,0,,0,54628,0,86016,10366,54628,75650,.38482097
GK091,2,1770,1771,261,255,520,1,10/01/1770,-5972141015040,,,,,,,03/04/1772,-5927212679168,,,,,,,.93214285,280,.022988506,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,,11133,Middelburg,,,,,,,,261,239,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,11133,Dutch,5.5645204,.022988506,1751-1775,6000,0,,0,61738,0,65048,10001,61738,55047,-.10837734
GK092,2,1773,1774,202,193,388,1,08/03/1773,-5882543865856,,,,,,,08/26/1774,-5849020891136,,,,,,,.62908751,321.1,.044554457,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,,11134,Middelburg,,,,,,,,203,192,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,11134,Dutch,5.3082676,.044554457,1751-1775,5400,0,,0,56938,0,70004,8740,56938,61264,.075977378
GK093,2,1768,1769,46,45,622,1,09/28/1768,-6035471859712,,,,,,,06/12/1770,-5981731291136,,,,,,,.16911764,272,.021739131,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zanggodin,Jan van Sprang,,Middelburgse Commercie Compagnie,,11178,Middelburg,,,1768-09-29,,,,1770-06-12,67,45,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",9,29sep1768,,,,,,,,,6,12jun1770,1768,,,,,1770,1768,1769,11178,Dutch,3.8286414,.021739131,1751-1775,15000,0,,0,65697,0,83256,11258,65697,71998,.095910013
GK094,2,1770,1771,160,153,540,1,10/21/1770,-5970412961792,,,,,,,04/13/1772,-5923756572672,,,,,,,.58823532,272,.043749999,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zanggodin,Jan van Sprang,,Middelburgse Commercie Compagnie,,11179,Middelburg,,,1770-10-21,,,,1772-04-14,162,153,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Some of the ivory sold was not acquired on this voyage and has been subtracted from the proceeds of the sale.",10,21oct1770,,,,,,,,,4,14apr1772,1770,,,,,1772,1770,1771,11179,Dutch,5.0751739,.043749999,1751-1775,12000,0,,0,65368,0,68889,12680,65368,56209,-.14011443
GK095,2,1773,1774,103,101,,1,04/26/1773,-5891097624576,,,,,,,,,,,,,,,.32981107,312.3,.019417476,Original goal thwarted after disembarking enslaved people,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zanggodin,Ibbe Henrich Hoff,,Middelburgse Commercie Compagnie,,11180,Middelburg,,,1773-04-26,,,,,127,101,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",4,26apr1773,,,,,,,,,,,1773,,,,,,1773,1774,11180,Dutch,4.6347289,.019417476,1751-1775,9000,0,,0,56098,0,52974,17039,56098,35935,-.35942459
GK096,2,1787,1789,236,102,873,1,12/07/1787,-5429894578176,,,,,,,04/28/1790,-5354467360768,,,,,,,.47475356,497.1,.56779659,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zeemercuur,Cornelis van Kakom,,Middelburgse Commercie Compagnie,,11182,Middelburg,,,1787-12-22,,,,1790-05-01,270,98,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. MCC got a reimbursement of WIC recognition fee after voyage (deducted from other expenses on return). Ship suffered disease outbreak.",12,22dec1787,,,,,,,,,5,01may1790,1787,,,,,1790,1787,1788,11182,Dutch,5.4638319,.56779659,1776-1800,42000,0,,0,123504,0,105694,30828,123504,74866,-.39381722
GK097,2,1791,1793,173,170,767,1,12/17/1791,-5302799826944,,,,,,,01/22/1794,-5236531396608,,,,,,,.3480185,497.1,.01734104,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zeemercuur,George Christoffel Zill,,Middelburgse Commercie Compagnie,,11183,Middelburg,,,1791-12-17,,,,,174,170,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,17dec1791,,,,,,,,,,,1791,,,,,,1791,1792,11183,Dutch,5.1532917,.01734104,1776-1800,29620,0,,0,111898,0,119298,17259,111898,102039,-.088107027
GK098,2,1777,1778,238,237,622,1,11/15/1777,-5747327893504,,,,,,,07/30/1779,-5693587324928,,,,,,,,,.0042016809,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Zorg,Johannes Noordhoek,,Middelburgse Commercie Compagnie,,11210,Middelburg,,,1777-11-15,,,,1779-07-30,246,231,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,15nov1777,,,,,,,,,7,30jul1779,1777,,,,,1779,1777,1778,11210,Dutch,5.4722705,.0042016809,1776-1800,36000,0,,0,116398,0,144397,23814,116398,120583,.035954226
GK099,2,1761,1761,303,279,523,1,01/08/1761,-6279120027648,,,,,,,06/15/1762,-6233932693504,,,,,,,1.4292452,212,.07920792,Voyage completed as intended,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Pieter de Klerk,,Jan de Zitter & Zonen,,10806,Flushing,,,1761-01-08,,,,,,,.03125,yes,yes,,Investor Jan Willem van Sonsbeek,1,08jan1761,,,,,,,,,,,1761,,,,,,1761,1762,10806,Dutch,5.7137327,.07920792,1751-1775,761,0,,0,1843,0,2364,485,1843,1879,.01953337
GK101,2,1767,1768,243,210,466,1,11/23/1767,-6062256160768,,,,,,,03/03/1769,-6021993463808,,,,,,,.86785716,280,.13580246,Voyage completed as intended,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,,10810,Flushing,,,1767-11-23,,,,1769-03-03,,,.03125,yes,yes,,Investor Jan Willem van Sonsbeek,11,23nov1767,,,,,,,,,3,03mar1769,1767,,,,,1769,1767,1768,10810,Dutch,5.4930615,.13580246,1751-1775,323,0,,0,1715,0,2572.5,367,1715,2205.5,.28600582
GK102,2,1769,1770,254,220,374,1,07/04/1769,-6011366146048,,,,,,,07/13/1770,-5979052703744,,,,,,,.90714288,280,.13385826,Voyage completed as intended,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,,10811,Flushing,,,1769-07-04,,,,1770-07-13,,,.03125,yes,yes,,Investor Jan Willem van Sonsbeek,7,04jul1769,,,,,,,,,7,13jul1770,1769,,,,,1770,1769,1770,10811,Dutch,5.5373344,.13385826,1751-1775,272,0,,0,1649,0,2730.5,365,1649,2365.5,.43450576
GK103,2,1770,1771,225,210,376,1,11/15/1770,-5968252895232,,,,,,,11/26/1771,-5935766437888,,,,,,,.8035714,280,.06666667,Voyage completed as intended,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,,10812,Flushing,,,1770-11-15,,,,1771-11-26,,,.03125,yes,yes,,Investor Jan Willem van Sonsbeek,11,15nov1770,,,,,,,,,11,26nov1771,1770,,,,,1771,1770,1771,10812,Dutch,5.4161005,.06666667,1751-1775,254,0,,0,1683,0,2330.5,341,1683,1989.5,.18211527
GK104,2,1790,1791,319,276,,1,10/24/1790,-5339001389056,,,,,,,,,,,,,,,,,.13479623,Voyage completed as intended,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",,Goede Voornemen,Casper Tol,,Johannes Louyssen & Zoon,,10611,Flushing,,,1790-10-24,,,,1791-08-26,,,.0625,yes,yes,,,10,24oct1790,,,,,,,,,8,26aug1791,1790,,,,,1791,1790,1791,10611,Dutch,5.7651911,.13479623,1776-1800,2038,0,,0,5617,0,8895,1714,5617,7181,.27844045
KR017,2,1778,1778,304,261,,1,,,,,,,,,,,,,,,,,,,.14144737,Unspecified/unknown,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Christiansborg,,,,,35001,Copenhagen,,,1777-04-11,,,1778-05-24,,,,1,yes,yes,,,4,11apr1777,,,,,,,5,24may1778,,,1777,,,,1778,,1777,1778,35001,Danish,5.7170277,.14144737,1776-1800,0,0,,0,50608,0,63880,0,50608,63880,.26225102
KR018,2,1779,1779,421,276,,1,,,,,,,,,,,,,,,,,,,.34441805,Unspecified/unknown,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Fredensborg,,,,,35002,Copenhagen,,,1777-09-13,,,1779-02-10,,,,1,yes,yes,,,9,13sep1777,,,,,,,2,10feb1779,,,1777,,,,1779,,1777,1779,35002,Danish,6.0426331,.34441805,1776-1800,0,0,,0,53545,0,61174,0,53545,61174,.14247829
KR019,2,1778,1778,472,371,,1,,,,,,,,,,,,,,,,,,,.21398304,Unspecified/unknown,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Rio Volta,,,,,35003,Copenhagen,,,1777-11-03,,,1779-03-18,,,,1,yes,yes,,,11,03nov1777,,,,,,,3,18mar1779,,,1777,,,,1779,,1777,1779,35003,Danish,6.1569791,.21398304,1776-1800,0,0,,0,43977,0,90688,0,43977,90688,1.0621688
KR020,2,1779,1779,429,427,,1,,,,,,,,,,,,,,,,,,,.0046620048,Unspecified/unknown,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Accra,,,,,35004,Copenhagen,,,1778-08-21,,,1779-05-22,,,,1,yes,yes,,,8,21aug1778,,,,,,,5,22may1779,,,1778,,,,1779,,1778,1779,35004,Danish,6.0614572,.0046620048,1776-1800,0,0,,0,76417,0,89790,0,76417,89790,.17500032
KR021,2,1780,1780,475,438,,1,,,,,,,,,,,,,,,,,,,.07789474,Unspecified/unknown,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Ningo,,,,,35006,Copenhagen,,,1779-12-12,,,1780-08-29,,,,1,yes,yes,,,12,12dec1779,,,,,,,8,29aug1780,,,1779,,,,1780,,1779,1780,35006,Danish,6.1633148,.07789474,1776-1800,0,0,,0,76409,0,92540,0,76409,92540,.21111387
KR022,2,1793,1793,359,328,,1,03/18/1793,-5263315173376,,,,,,,,,,,,,,,1.8994709,189,.086350977,Original goal thwarted after disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 40",,Le Convention / Christopher,,"Leyland, Thomas",,,80836,,,Grenada & Tortola,,,,1794-07-09,,,114,1,yes,yes,,"Not entirely clear if this really is venture 80836 (Christopher) in TSTD, or if it is a separate voyage (by Le Convention) that might have traded slaves with 80836.",,,,,,,,,7,09jul1794,,,,,,,1794,,1794,1794,80836,English,5.8833222,.086350977,1776-1800,0,0,,0,1466.85,0,9129.5146,2838.0601,1466.85,6291.4546,3.2890921
KR023,1,1798,1798,502,460,282,1,07/05/1798,-5096131264512,,,,,,,04/13/1799,-5071766552576,,,,,,,1.5398773,326,.083665341,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 41",,Lottery,,"Leyland, Thomas",,,82379,Liverpool,Bonny,Barbados,1798-07-06,1798-08-22,,1798-11-27,,,460,1,with estimates,with estimates,,Includes estimates imputed similar to assumptions in Nick Radburn’s study,7,06jul1798,,,8,22aug1798,,,11,27nov1798,,,1798,,1798,,1798,,1798,1798,82379,English,6.2186003,.083665341,1776-1800,3615,0,,0,16671.621,0,24542.82,0,16671.621,24542.82,.47213161
KR024,1,1801,1801,310,279,271,1,05/21/1801,-5005411090432,,,,,,,02/16/1802,-4981996912640,,,,,,,.95092022,326,.1,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 42",,Lottery,,"Leyland, Thomas",,,82381,Liverpool,Bonny,,1802-05-21,,,,,,305,1,with estimates,with estimates,,Includes estimates imputed similar to assumptions in Nick Radburn’s study,5,21may1802,,,,,,,,,,,1802,,,,,,1802,1803,82381,English,5.7365723,.1,post-1800,2714,0,,0,12569.42,0,21362.41,323.20001,12569.42,21039.211,.67384106
KR025,1,1803,1804,458,412,281,1,07/20/1803,-4937155084288,,,,,,,04/26/1804,-4912876879872,,,,,,,1.1308641,405,.10043668,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 43",,Enterprize,,"Leyland, Thomas",,,81302,Liverpool,Bonny,Havana,1803-07-20,1803-09-23,1803-12-06,1804-01-09,1804-04-26,,412,1,with estimates,yes,,Includes estimates imputed similar to assumptions in Nick Radburn’s study,7,20jul1803,,,9,23sep1803,12,06dec1803,1,09jan1804,4,26apr1804,1803,,1803,1803,1804,1804,1803,1803,81302,English,6.1268692,.10043668,post-1800,5795,0,,0,22840.121,0,24430.439,0,22840.121,24430.439,.069628283
KR026,1,1805,1805,331,272,372,1,04/25/1805,-4881426939904,,,,,,,05/02/1806,-4849286512640,,,,,,,.66067863,501,.17824773,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"Thomas Leyland records, Liverpool Record Office, 387 MD 44",,Fortune,,"Leyland, Thomas",,,81497,Liverpool,Congo,Nassau,1805-04-25,1805-07-16,1805-11-10,1805-12-21,1806-05-02,,443,1,with estimates,with estimates,,Includes estimates imputed similar to assumptions in Nick Radburn’s study,4,25apr1805,,,7,16jul1805,11,10nov1805,12,21dec1805,5,02may1806,1805,,1805,1805,1805,1806,1805,1805,81497,English,5.8021183,.17824773,post-1800,3874,0,,0,17862.24,0,15217.53,0,17862.24,15217.53,-.1480615
KR038,1,1805,1806,277,249,,1,09/16/1805,-4868985585664,,,,,,,,,,,,,,,1.1541667,240,.10108303,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/57 (taken from Joseph Inikori’s 1981 article, table 5)",,Frederick,,"Lumley, Thomas",,,81511,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,81511,English,5.6240177,.10108303,post-1800,0,0,,0,24005,0,24316,0,24005,24316,.012955634
KR040,1,1807,1807,269,242,399,1,01/01/1807,-4828204892160,,,,,,,02/04/1808,-4793731383296,,,,,,,1.1208333,240,.10037175,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"Lumley papers, National Archives, C114/54, vol 2 (taken from Joseph Inikori’s 1981 article, table 5)",,,,"Lumley, Thomas",,,81512,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,81512,English,5.5947113,.10037175,post-1800,23965,0,,0,23965,0,18550,0,23965,18550,-.22595452
KR043,1,1789,1789,264,242,241,1,05/02/1789,-5385657778176,,,,,,,12/29/1789,-5364835155968,,,,,,,1.8082192,146,.083333336,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"AE 52 (Joseph Inikori’s 1981 article, table 5)",,Kitty,,,,,82183,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,82183,English,5.5759492,.083333336,1776-1800,615,0,,0,6205,0,8664,0,6205,8664,.39629331
KR044,1,1797,1797,353,337,374,1,04/09/1797,-5135183904768,,,,,,,04/18/1798,-5102870462464,,,,,,,,,.045325778,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"AE 52 (Joseph Inikori’s 1981 article, table 5)",,Earl of Liverpool,,,,,81112,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,81112,English,5.866468,.045325778,1776-1800,3534,0,,0,13924,0,15846,0,13924,15846,.13803504
KR046,1,1769,1771,257,210,506,1,12/06/1769,-5997974257664,,,,,,,04/26/1771,-5954255978496,,,,,,,1.4097642,182.3,.18287937,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",,Ranger,,"Tuohy, David",,,91274,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,91274,English,5.5490761,.18287937,1751-1775,530,0,,0,5352,0,5626,0,5352,5626,.051195815
KR047,1,1785,1786,980,898,392,1,06/29/1785,-5506876833792,,,,,,,07/26/1786,-5473007828992,,,,,,,2.9341316,334,.08367347,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",,Elliot,,"Tuohy, David",,,81248,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,81248,English,6.8875527,.08367347,1776-1800,2864,0,,0,28906,0,33425,0,28906,33425,.15633433
KR048,1,1766,1767,234,230,,1,10/08/1766,-6097766187008,,,,,,,,,,,,,,,1.2835984,182.3,.017094018,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",,Sally,,"Tuohy, David",,,91327,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,91327,English,5.4553213,.017094018,1751-1775,1003,0,,0,10124,0,8924,0,10124,8924,-.11853023
KR049,1,1764,1765,392,320,315,1,06/02/1764,-6171897364480,,,,,,,04/13/1765,-6144681574400,,,,,,,2.679426,146.3,.18367347,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,"David Tuohy records (taken from Joseph Inikori’s 1981 article, table 5)",,Ranger,,"Tuohy, David",,,90910,,,,,,,,,,,1,with estimates,yes,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,90910,English,5.971262,.18367347,1751-1775,551,0,,0,5559,0,6716,0,5559,6716,.20813096
